player_hash,weapon_name,shots,hits,damage_dealt,time,game_id,start_fight_time,player_name
bc095624b0952db4a4b48d63ee866d53,Wingman,43,4,172,2023-03-26 04:17:37,63f3d92a3c14df30d25f092b92bcfb28,1679804248,CR_Jusna
9b757facaa3643c1788741841031ed0b,30-30 Repeater,14,2,84,2023-03-26 04:18:40,63f3d92a3c14df30d25f092b92bcfb28,1679804248,MOZE wayachang
9b757facaa3643c1788741841031ed0b,R-99 SMG,50,9,98,2023-03-26 04:17:44,63f3d92a3c14df30d25f092b92bcfb28,1679804248,MOZE wayachang
67b85daf8bc92bd72d7559df3dec2279,R-99 SMG,74,15,179,2023-03-26 04:18:06,63f3d92a3c14df30d25f092b92bcfb28,1679804248,MKN_SudetakiN
9244c96ce28cc53f47829e3af5a5db75,30-30 Repeater,24,7,293,2023-03-26 04:17:41,63f3d92a3c14df30d25f092b92bcfb28,1679804248,MKN_SIZU
9244c96ce28cc53f47829e3af5a5db75,R-99 SMG,56,2,24,2023-03-26 04:17:46,63f3d92a3c14df30d25f092b92bcfb28,1679804248,MKN_SIZU
c3961fdace23b219e95f2a60db6cb4f0,Prowler Burst PDW,90,40,571,2023-03-26 04:18:10,63f3d92a3c14df30d25f092b92bcfb28,1679804248,TIE 1ron
c3961fdace23b219e95f2a60db6cb4f0,30-30 Repeater,4,1,43,2023-03-26 04:18:55,63f3d92a3c14df30d25f092b92bcfb28,1679804248,TIE 1ron
58e907b9eda09a21a74d5dee901aec7e,VK-47 Flatline,22,3,54,2023-03-26 04:19:49,63f3d92a3c14df30d25f092b92bcfb28,1679804248,MKN_kawase
c57099a74c2d6873bb7cabbfa032bde2,Nemesis Burst AR,96,13,186,2023-03-26 04:17:36,63f3d92a3c14df30d25f092b92bcfb28,1679804248,CR_JungHee
c57099a74c2d6873bb7cabbfa032bde2,Prowler Burst PDW,45,10,153,2023-03-26 04:19:30,63f3d92a3c14df30d25f092b92bcfb28,1679804248,CR_JungHee
112263bd6e30c2a2f9dca834a392133f,Nemesis Burst AR,40,6,96,2023-03-26 04:17:39,63f3d92a3c14df30d25f092b92bcfb28,1679804252,RIG_788
20646d038358b282ca7631c11c9d70e0,R-301 Carbine,32,11,133,2023-03-26 04:17:52,63f3d92a3c14df30d25f092b92bcfb28,1679804252,TIE Infamous
fd1f736fbea5660d52e87968cf279cb1,G7 Scout,21,1,2,2023-03-26 04:18:08,63f3d92a3c14df30d25f092b92bcfb28,1679804282,CR_Dogma
63332fe670c5351aedb7ca4c90300da6,R-99 SMG,28,1,10,2023-03-26 04:18:18,63f3d92a3c14df30d25f092b92bcfb28,1679804282,NTH_Taida
67b85daf8bc92bd72d7559df3dec2279,R-99 SMG,37,12,142,2023-03-26 04:18:06,63f3d92a3c14df30d25f092b92bcfb28,1679804284,MKN_SudetakiN
bc095624b0952db4a4b48d63ee866d53,Wingman,9,1,41,2023-03-26 04:18:23,63f3d92a3c14df30d25f092b92bcfb28,1679804297,CR_Jusna
d8a3781cbbbb6e002e6b29972ce4126e,R-99 SMG,22,3,36,2023-03-26 04:18:21,63f3d92a3c14df30d25f092b92bcfb28,1679804297,GHS Raygh
9244c96ce28cc53f47829e3af5a5db75,30-30 Repeater,2,1,48,2023-03-26 04:18:25,63f3d92a3c14df30d25f092b92bcfb28,1679804297,MKN_SIZU
493492b9399d8d03f7d6db71a32b91bc,30-30 Repeater,7,2,114,2023-03-11 04:07:34,b43db681e18cd6d54de4c3529f45bae5,1678507653,NEWKU
937fa20463f425d4b3ab86d0c89ab778,Nemesis Burst AR,28,4,60,2023-03-11 04:07:42,b43db681e18cd6d54de4c3529f45bae5,1678507656,Prycyy
855872ee387ba600d4ab01a217aae197,VK-47 Flatline,23,6,92,2023-03-11 04:07:43,b43db681e18cd6d54de4c3529f45bae5,1678507656,Gs_Phoenix
4593a251d9ad4858fa187d353f68f9a8,R-301 Carbine,27,4,57,2023-03-11 04:07:44,b43db681e18cd6d54de4c3529f45bae5,1678507656,MST Wxltzy
58edeca63449d96d96138d844e119940,R-301 Carbine,60,6,85,2023-03-11 04:07:59,b43db681e18cd6d54de4c3529f45bae5,1678507675,EP_JieLun
f4f1170bcb1f6afcc22bc6bcd64b3197,VK-47 Flatline,28,3,50,2023-03-11 04:08:09,b43db681e18cd6d54de4c3529f45bae5,1678507675,Rakiiii
855872ee387ba600d4ab01a217aae197,VK-47 Flatline,25,6,88,2023-03-11 04:08:08,b43db681e18cd6d54de4c3529f45bae5,1678507675,Gs_Phoenix
cfb849277b5013024f893d3690961742,G7 Scout,17,2,56,2023-03-11 04:08:11,b43db681e18cd6d54de4c3529f45bae5,1678507675,44 Fussy
937fa20463f425d4b3ab86d0c89ab778,Nemesis Burst AR,32,11,157,2023-03-11 04:08:12,b43db681e18cd6d54de4c3529f45bae5,1678507675,Prycyy
7c5b935c7a6906bba06460b2cdda8df8,VK-47 Flatline,40,7,113,2023-03-11 04:08:20,b43db681e18cd6d54de4c3529f45bae5,1678507675,EGOIST NPC1
32bbf3cf93e84395bc50e85f70c19c5f,30-30 Repeater,2,1,44,2023-03-11 04:08:24,b43db681e18cd6d54de4c3529f45bae5,1678507675,KzyyX
ff73b1fb7fac0160c94899132c54c5af,R-301 Carbine,56,2,20,2023-03-11 04:08:39,b43db681e18cd6d54de4c3529f45bae5,1678507717,Trent
4593a251d9ad4858fa187d353f68f9a8,R-301 Carbine,15,4,52,2023-03-11 04:08:56,b43db681e18cd6d54de4c3529f45bae5,1678507717,MST Wxltzy
4593a251d9ad4858fa187d353f68f9a8,R-99 SMG,20,2,22,2023-03-11 04:09:26,b43db681e18cd6d54de4c3529f45bae5,1678507717,MST Wxltzy
c0cba949b916ca4a2855406778d08063,R-301 Carbine,45,6,86,2023-03-11 04:09:12,b43db681e18cd6d54de4c3529f45bae5,1678507717,YT_Forgotten
5054dd105e0d985f7a935c0d9f6e03d4,G7 Scout,13,3,134,2023-03-11 04:09:12,b43db681e18cd6d54de4c3529f45bae5,1678507717,MeXiouSx
937fa20463f425d4b3ab86d0c89ab778,Nemesis Burst AR,16,2,34,2023-03-11 04:09:15,b43db681e18cd6d54de4c3529f45bae5,1678507717,Prycyy
5054dd105e0d985f7a935c0d9f6e03d4,G7 Scout,6,3,108,2023-03-11 04:09:39,b43db681e18cd6d54de4c3529f45bae5,1678507772,MeXiouSx
4593a251d9ad4858fa187d353f68f9a8,R-301 Carbine,14,3,42,2023-03-11 04:09:38,b43db681e18cd6d54de4c3529f45bae5,1678507772,MST Wxltzy
7c5b935c7a6906bba06460b2cdda8df8,VK-47 Flatline,10,3,54,2023-03-11 04:10:22,b43db681e18cd6d54de4c3529f45bae5,1678507807,EGOIST NPC1
7aa86cef9e30b0f46e9f5da002727449,R-301 Carbine,26,2,26,2023-03-11 04:10:22,b43db681e18cd6d54de4c3529f45bae5,1678507814,lief
ae04850f44f052a6c84b77b1c36d9ad1,R-301 Carbine,20,5,65,2023-03-11 04:10:38,b43db681e18cd6d54de4c3529f45bae5,1678507834,yeah
52e8b040a63b54001a6d813d5f72c91d,Wingman,10,2,127,2023-03-11 04:10:49,b43db681e18cd6d54de4c3529f45bae5,1678507842,ADL Legacy
7aa86cef9e30b0f46e9f5da002727449,R-301 Carbine,23,1,10,2023-03-11 04:11:12,b43db681e18cd6d54de4c3529f45bae5,1678507865,lief
58edeca63449d96d96138d844e119940,R-301 Carbine,43,5,73,2023-03-11 04:12:35,b43db681e18cd6d54de4c3529f45bae5,1678507952,EP_JieLun
8c71f10d9282fe28cbb0d27e94fda286,G7 Scout,6,1,24,2023-03-11 04:13:27,b43db681e18cd6d54de4c3529f45bae5,1678508004,xd
02c999517b6530b45506933e522092a7,VK-47 Flatline,2,1,18,2023-03-11 04:13:34,b43db681e18cd6d54de4c3529f45bae5,1678508004,Rice_o
660b43fd51630fb30372d7ddc2ec86ff,Nemesis Burst AR,12,6,134,2023-03-11 04:13:31,b43db681e18cd6d54de4c3529f45bae5,1678508007,EP_H1kisz
27b1a9bbf1efb851d9dddabad7c01b25,30-30 Repeater,7,2,99,2023-03-11 04:13:32,b43db681e18cd6d54de4c3529f45bae5,1678508009,Jesko
a341053e1d213f5b3bc9d80aa9d39073,Nemesis Burst AR,16,3,43,2023-03-11 04:13:53,b43db681e18cd6d54de4c3529f45bae5,1678508030,Xny_JR
ae04850f44f052a6c84b77b1c36d9ad1,R-301 Carbine,15,1,10,2023-03-11 04:14:01,b43db681e18cd6d54de4c3529f45bae5,1678508030,yeah
8c71f10d9282fe28cbb0d27e94fda286,G7 Scout,6,2,64,2023-03-11 04:14:42,b43db681e18cd6d54de4c3529f45bae5,1678508077,xd
a341053e1d213f5b3bc9d80aa9d39073,Nemesis Burst AR,40,7,119,2023-03-11 04:15:01,b43db681e18cd6d54de4c3529f45bae5,1678508097,Xny_JR
0d88a8c09696f0886bb9521ab27b16fe,Charge Rifle,8,4,12,2023-03-11 04:15:06,b43db681e18cd6d54de4c3529f45bae5,1678508097,LGND PlayerKay
ff73b1fb7fac0160c94899132c54c5af,R-301 Carbine,18,2,31,2023-03-11 04:15:13,b43db681e18cd6d54de4c3529f45bae5,1678508097,Trent
b9b707c2033de5e42c9769375c97e950,G7 Scout,24,7,228,2023-03-11 04:15:26,b43db681e18cd6d54de4c3529f45bae5,1678508107,Gs_MobiuS
b9b707c2033de5e42c9769375c97e950,Nemesis Burst AR,24,3,53,2023-03-11 04:15:44,b43db681e18cd6d54de4c3529f45bae5,1678508107,Gs_MobiuS
92c2aedb25ffaf137b66f6c2148e5b0e,Nemesis Burst AR,52,5,85,2023-03-11 04:15:19,b43db681e18cd6d54de4c3529f45bae5,1678508107,MDYw_FeiJu
92c2aedb25ffaf137b66f6c2148e5b0e,R-99 SMG,42,10,116,2023-03-11 04:15:53,b43db681e18cd6d54de4c3529f45bae5,1678508107,MDYw_FeiJu
36931252e1fb565e803d27e4deea8728,Nemesis Burst AR,40,3,61,2023-03-11 04:15:49,b43db681e18cd6d54de4c3529f45bae5,1678508107,MDYw_LqDuD
cfb849277b5013024f893d3690961742,G7 Scout,18,1,32,2023-03-11 04:15:37,b43db681e18cd6d54de4c3529f45bae5,1678508107,44 Fussy
236f0cf22667f82f35189fc4cc4e1486,Nemesis Burst AR,100,3,59,2023-03-11 04:15:19,b43db681e18cd6d54de4c3529f45bae5,1678508107,MDYw_MingYue
748efa4b854d4b664979a1ca97322e21,Nemesis Burst AR,4,1,17,2023-03-11 04:16:19,b43db681e18cd6d54de4c3529f45bae5,1678508107,awk
58edeca63449d96d96138d844e119940,R-301 Carbine,21,3,54,2023-03-11 04:15:15,b43db681e18cd6d54de4c3529f45bae5,1678508112,EP_JieLun
92c2aedb25ffaf137b66f6c2148e5b0e,Nemesis Burst AR,48,14,211,2023-03-11 04:15:19,b43db681e18cd6d54de4c3529f45bae5,1678508112,MDYw_FeiJu
236f0cf22667f82f35189fc4cc4e1486,Nemesis Burst AR,40,5,89,2023-03-11 04:15:19,b43db681e18cd6d54de4c3529f45bae5,1678508112,MDYw_MingYue
7c5b935c7a6906bba06460b2cdda8df8,30-30 Repeater,7,1,36,2023-03-11 04:16:44,b43db681e18cd6d54de4c3529f45bae5,1678508202,EGOIST NPC1
c226c18ce6ec1294a4d47c9fa5b7f1e7,Charge Rifle,8,3,9,2023-03-11 04:16:56,b43db681e18cd6d54de4c3529f45bae5,1678508202,Recoson
b9b707c2033de5e42c9769375c97e950,G7 Scout,7,1,32,2023-03-11 04:17:08,b43db681e18cd6d54de4c3529f45bae5,1678508202,Gs_MobiuS
ff73b1fb7fac0160c94899132c54c5af,R-301 Carbine,12,1,10,2023-03-11 04:16:52,b43db681e18cd6d54de4c3529f45bae5,1678508207,Trent
a82965cae545ce35623084caaa88c34b,C.A.R. SMG,24,16,215,2023-03-11 04:16:53,b43db681e18cd6d54de4c3529f45bae5,1678508211,SaviourHeavier
a550c6a7dfa5ba4a2f3943cd455f9362,R-99 SMG,28,16,186,2023-03-11 04:17:02,b43db681e18cd6d54de4c3529f45bae5,1678508211,TRUTH SaiyajinGODzilla
6e51f3216f81b1d4595a09e681964054,R-99 SMG,41,13,148,2023-03-11 04:16:54,b43db681e18cd6d54de4c3529f45bae5,1678508211,TRUTH mosuwu!
9b539d29e0b4b84786a3283fefd21405,R-301 Carbine,31,1,4,2023-03-11 04:17:02,b43db681e18cd6d54de4c3529f45bae5,1678508211,Noelsang | Twitch
d095a08043ac7a2195cfca06f5c59a0a,G7 Scout,14,2,64,2023-03-11 04:16:55,b43db681e18cd6d54de4c3529f45bae5,1678508211,KILLMETEDESUWA
27b1a9bbf1efb851d9dddabad7c01b25,30-30 Repeater,7,2,127,2023-03-11 04:16:54,b43db681e18cd6d54de4c3529f45bae5,1678508212,Jesko
27b1a9bbf1efb851d9dddabad7c01b25,Alternator SMG,13,1,16,2023-03-11 04:17:21,b43db681e18cd6d54de4c3529f45bae5,1678508212,Jesko
0aa988e38c223fbeaefeafa4ad3d51a3,R-99 SMG,76,12,123,2023-03-11 04:17:20,b43db681e18cd6d54de4c3529f45bae5,1678508212,ADL You'reXP
55f223cc1a7dee3d79f46de67a5384e4,VK-47 Flatline,30,4,72,2023-03-11 04:17:16,b43db681e18cd6d54de4c3529f45bae5,1678508212,myAntu
14646a0a07afa257fa5f625d53306d66,HAVOC Rifle,48,2,47,2023-03-11 04:17:21,b43db681e18cd6d54de4c3529f45bae5,1678508212,Heckk
52e8b040a63b54001a6d813d5f72c91d,Prowler Burst PDW,95,13,191,2023-03-11 04:16:57,b43db681e18cd6d54de4c3529f45bae5,1678508212,ADL Legacy
52e8b040a63b54001a6d813d5f72c91d,Wingman,3,1,70,2023-03-11 04:17:40,b43db681e18cd6d54de4c3529f45bae5,1678508212,ADL Legacy
f6cfa5e635d98450a6ff8074820f1db2,R-301 Carbine,11,3,39,2023-03-11 04:17:27,b43db681e18cd6d54de4c3529f45bae5,1678508212,Panayie ツ
32bbf3cf93e84395bc50e85f70c19c5f,VK-47 Flatline,3,1,18,2023-03-11 04:17:38,b43db681e18cd6d54de4c3529f45bae5,1678508212,KzyyX
302973f71fc31a3b4207fd8cd7e68fe9,C.A.R. SMG,36,11,106,2023-03-11 04:17:40,b43db681e18cd6d54de4c3529f45bae5,1678508212,Bastiaan0Z
302973f71fc31a3b4207fd8cd7e68fe9,G7 Scout,10,3,108,2023-03-11 04:17:58,b43db681e18cd6d54de4c3529f45bae5,1678508212,Bastiaan0Z
36c7eac408fb30e04ea39a6a18f5de23,Nemesis Burst AR,20,4,44,2023-03-11 04:17:48,b43db681e18cd6d54de4c3529f45bae5,1678508212,Kisanss
36c7eac408fb30e04ea39a6a18f5de23,R-99 SMG,37,12,141,2023-03-11 04:17:46,b43db681e18cd6d54de4c3529f45bae5,1678508212,Kisanss
ac12445a52993903d293950b4f5fa2e9,30-30 Repeater,6,3,100,2023-03-11 04:17:23,b43db681e18cd6d54de4c3529f45bae5,1678508238,aflow
751aca65dfde54274ce4afe073e3b542,VK-47 Flatline,14,5,90,2023-03-11 04:17:46,b43db681e18cd6d54de4c3529f45bae5,1678508262,EMILIAZII
748efa4b854d4b664979a1ca97322e21,Nemesis Burst AR,20,1,13,2023-03-11 04:17:52,b43db681e18cd6d54de4c3529f45bae5,1678508262,awk
f3e4e0288d809c5bffc8b49396b3d666,Wingman,3,1,45,2023-03-11 04:17:53,b43db681e18cd6d54de4c3529f45bae5,1678508262,Lymo
f3404396e183d27ce9f8c4518b676150,R-99 SMG,54,9,104,2023-03-11 04:18:08,b43db681e18cd6d54de4c3529f45bae5,1678508286,Crxsadxr
236f0cf22667f82f35189fc4cc4e1486,Nemesis Burst AR,24,4,56,2023-03-11 04:18:10,b43db681e18cd6d54de4c3529f45bae5,1678508286,MDYw_MingYue
236f0cf22667f82f35189fc4cc4e1486,R-99 SMG,63,10,118,2023-03-11 04:18:34,b43db681e18cd6d54de4c3529f45bae5,1678508286,MDYw_MingYue
f3e4e0288d809c5bffc8b49396b3d666,Wingman,18,3,116,2023-03-11 04:18:14,b43db681e18cd6d54de4c3529f45bae5,1678508286,Lymo
f3e4e0288d809c5bffc8b49396b3d666,C.A.R. SMG,37,11,119,2023-03-11 04:18:50,b43db681e18cd6d54de4c3529f45bae5,1678508286,Lymo
92c2aedb25ffaf137b66f6c2148e5b0e,R-99 SMG,56,24,293,2023-03-11 04:18:10,b43db681e18cd6d54de4c3529f45bae5,1678508286,MDYw_FeiJu
748efa4b854d4b664979a1ca97322e21,R-99 SMG,61,26,314,2023-03-11 04:18:07,b43db681e18cd6d54de4c3529f45bae5,1678508286,awk
36931252e1fb565e803d27e4deea8728,R-99 SMG,20,4,51,2023-03-11 04:18:48,b43db681e18cd6d54de4c3529f45bae5,1678508286,MDYw_LqDuD
7c5b935c7a6906bba06460b2cdda8df8,R-99 SMG,25,1,12,2023-03-11 04:18:15,b43db681e18cd6d54de4c3529f45bae5,1678508292,EGOIST NPC1
7c5b935c7a6906bba06460b2cdda8df8,30-30 Repeater,9,4,175,2023-03-11 04:18:29,b43db681e18cd6d54de4c3529f45bae5,1678508292,EGOIST NPC1
27b1a9bbf1efb851d9dddabad7c01b25,30-30 Repeater,15,3,114,2023-03-11 04:18:16,b43db681e18cd6d54de4c3529f45bae5,1678508292,Jesko
36c7eac408fb30e04ea39a6a18f5de23,Nemesis Burst AR,16,2,30,2023-03-11 04:19:05,b43db681e18cd6d54de4c3529f45bae5,1678508342,Kisanss
3cc08899e39d5e6d07d3bf2256ef50d1,R-301 Carbine,25,8,101,2023-03-11 04:19:07,b43db681e18cd6d54de4c3529f45bae5,1678508342,laheemx_
9b539d29e0b4b84786a3283fefd21405,R-301 Carbine,38,2,34,2023-03-11 04:19:07,b43db681e18cd6d54de4c3529f45bae5,1678508342,Noelsang | Twitch
6e51f3216f81b1d4595a09e681964054,Nemesis Burst AR,36,2,34,2023-03-11 04:19:10,b43db681e18cd6d54de4c3529f45bae5,1678508342,TRUTH mosuwu!
daa352f7707e3065d6d382e83d5e680f,C.A.R. SMG,17,2,26,2023-03-11 04:19:13,b43db681e18cd6d54de4c3529f45bae5,1678508342,OE veeycy
a550c6a7dfa5ba4a2f3943cd455f9362,R-99 SMG,23,12,136,2023-03-11 04:19:05,b43db681e18cd6d54de4c3529f45bae5,1678508343,TRUTH SaiyajinGODzilla
9b539d29e0b4b84786a3283fefd21405,R-301 Carbine,38,3,39,2023-03-11 04:19:07,b43db681e18cd6d54de4c3529f45bae5,1678508343,Noelsang | Twitch
6e51f3216f81b1d4595a09e681964054,Nemesis Burst AR,16,3,67,2023-03-11 04:19:10,b43db681e18cd6d54de4c3529f45bae5,1678508343,TRUTH mosuwu!
5054dd105e0d985f7a935c0d9f6e03d4,R-99 SMG,57,1,10,2023-03-11 04:19:12,b43db681e18cd6d54de4c3529f45bae5,1678508343,MeXiouSx
27b1a9bbf1efb851d9dddabad7c01b25,30-30 Repeater,8,2,99,2023-03-11 04:19:11,b43db681e18cd6d54de4c3529f45bae5,1678508348,Jesko
a341053e1d213f5b3bc9d80aa9d39073,C.A.R. SMG,30,4,46,2023-03-11 04:19:27,b43db681e18cd6d54de4c3529f45bae5,1678508348,Xny_JR
f6cfa5e635d98450a6ff8074820f1db2,R-99 SMG,21,2,22,2023-03-11 04:19:09,b43db681e18cd6d54de4c3529f45bae5,1678508348,Panayie ツ
ae04850f44f052a6c84b77b1c36d9ad1,C.A.R. SMG,32,4,49,2023-03-11 04:19:24,b43db681e18cd6d54de4c3529f45bae5,1678508348,yeah
8c71f10d9282fe28cbb0d27e94fda286,R-99 SMG,39,11,124,2023-03-11 04:19:25,b43db681e18cd6d54de4c3529f45bae5,1678508348,xd
418c6a6d94c1ca4fca470db939b8ff82,Charge Rifle,2,2,8,2023-03-11 04:19:21,b43db681e18cd6d54de4c3529f45bae5,1678508349,MST Emtee
d095a08043ac7a2195cfca06f5c59a0a,Nemesis Burst AR,4,2,34,2023-03-11 04:19:15,b43db681e18cd6d54de4c3529f45bae5,1678508352,KILLMETEDESUWA
751aca65dfde54274ce4afe073e3b542,VK-47 Flatline,20,1,25,2023-03-11 04:19:26,b43db681e18cd6d54de4c3529f45bae5,1678508352,EMILIAZII
748efa4b854d4b664979a1ca97322e21,R-99 SMG,40,2,24,2023-03-11 04:19:19,b43db681e18cd6d54de4c3529f45bae5,1678508352,awk
f3e4e0288d809c5bffc8b49396b3d666,Nemesis Burst AR,68,12,181,2023-03-11 04:19:18,b43db681e18cd6d54de4c3529f45bae5,1678508352,Lymo
52e8b040a63b54001a6d813d5f72c91d,Wingman,8,1,41,2023-03-11 04:19:31,b43db681e18cd6d54de4c3529f45bae5,1678508352,ADL Legacy
52e8b040a63b54001a6d813d5f72c91d,Prowler Burst PDW,10,4,42,2023-03-11 04:19:41,b43db681e18cd6d54de4c3529f45bae5,1678508352,ADL Legacy
14646a0a07afa257fa5f625d53306d66,HAVOC Rifle,51,6,99,2023-03-11 04:19:22,b43db681e18cd6d54de4c3529f45bae5,1678508352,Heckk
937fa20463f425d4b3ab86d0c89ab778,Nemesis Burst AR,8,1,17,2023-03-11 04:20:13,b43db681e18cd6d54de4c3529f45bae5,1678508410,Prycyy
ae04850f44f052a6c84b77b1c36d9ad1,R-301 Carbine,27,6,70,2023-03-11 04:20:13,b43db681e18cd6d54de4c3529f45bae5,1678508410,yeah
748efa4b854d4b664979a1ca97322e21,R-99 SMG,22,16,194,2023-03-11 04:20:38,b43db681e18cd6d54de4c3529f45bae5,1678508434,awk
52e8b040a63b54001a6d813d5f72c91d,Prowler Burst PDW,25,7,105,2023-03-11 04:20:44,b43db681e18cd6d54de4c3529f45bae5,1678508434,ADL Legacy
f3e4e0288d809c5bffc8b49396b3d666,Nemesis Burst AR,32,8,130,2023-03-11 04:20:50,b43db681e18cd6d54de4c3529f45bae5,1678508434,Lymo
b9b707c2033de5e42c9769375c97e950,G7 Scout,5,1,51,2023-03-11 04:20:54,b43db681e18cd6d54de4c3529f45bae5,1678508436,Gs_MobiuS
6e51f3216f81b1d4595a09e681964054,Nemesis Burst AR,4,2,34,2023-03-11 04:20:46,b43db681e18cd6d54de4c3529f45bae5,1678508437,TRUTH mosuwu!
a341053e1d213f5b3bc9d80aa9d39073,R-301 Carbine,31,2,26,2023-03-11 04:20:45,b43db681e18cd6d54de4c3529f45bae5,1678508438,Xny_JR
ff73b1fb7fac0160c94899132c54c5af,R-301 Carbine,6,1,13,2023-03-11 04:20:49,b43db681e18cd6d54de4c3529f45bae5,1678508438,Trent
6e51f3216f81b1d4595a09e681964054,Nemesis Burst AR,16,3,53,2023-03-11 04:21:05,b43db681e18cd6d54de4c3529f45bae5,1678508460,TRUTH mosuwu!
9b539d29e0b4b84786a3283fefd21405,R-301 Carbine,21,5,62,2023-03-11 04:21:03,b43db681e18cd6d54de4c3529f45bae5,1678508460,Noelsang | Twitch
f4f1170bcb1f6afcc22bc6bcd64b3197,VK-47 Flatline,20,2,36,2023-03-11 04:21:17,b43db681e18cd6d54de4c3529f45bae5,1678508472,Rakiiii
ae04850f44f052a6c84b77b1c36d9ad1,C.A.R. SMG,45,15,195,2023-03-11 04:21:20,b43db681e18cd6d54de4c3529f45bae5,1678508477,yeah
27b1a9bbf1efb851d9dddabad7c01b25,30-30 Repeater,4,1,42,2023-03-11 04:21:19,b43db681e18cd6d54de4c3529f45bae5,1678508477,Jesko
7c5b935c7a6906bba06460b2cdda8df8,30-30 Repeater,6,1,42,2023-03-11 04:21:20,b43db681e18cd6d54de4c3529f45bae5,1678508477,EGOIST NPC1
7c5b935c7a6906bba06460b2cdda8df8,R-99 SMG,13,5,66,2023-03-11 04:21:26,b43db681e18cd6d54de4c3529f45bae5,1678508477,EGOIST NPC1
a341053e1d213f5b3bc9d80aa9d39073,R-301 Carbine,21,4,46,2023-03-11 04:21:21,b43db681e18cd6d54de4c3529f45bae5,1678508477,Xny_JR
32bbf3cf93e84395bc50e85f70c19c5f,VK-47 Flatline,17,3,54,2023-03-11 04:21:28,b43db681e18cd6d54de4c3529f45bae5,1678508477,KzyyX
daa352f7707e3065d6d382e83d5e680f,Wingman,9,3,131,2023-03-11 04:21:38,b43db681e18cd6d54de4c3529f45bae5,1678508477,OE veeycy
6e51f3216f81b1d4595a09e681964054,Nemesis Burst AR,32,12,201,2023-03-11 04:21:27,b43db681e18cd6d54de4c3529f45bae5,1678508478,TRUTH mosuwu!
6e51f3216f81b1d4595a09e681964054,R-99 SMG,14,14,166,2023-03-11 04:21:45,b43db681e18cd6d54de4c3529f45bae5,1678508478,TRUTH mosuwu!
9b539d29e0b4b84786a3283fefd21405,R-301 Carbine,100,12,144,2023-03-11 04:21:22,b43db681e18cd6d54de4c3529f45bae5,1678508478,Noelsang | Twitch
52e8b040a63b54001a6d813d5f72c91d,Prowler Burst PDW,25,9,135,2023-03-11 04:21:22,b43db681e18cd6d54de4c3529f45bae5,1678508478,ADL Legacy
f3e4e0288d809c5bffc8b49396b3d666,Nemesis Burst AR,7,7,119,2023-03-11 04:22:16,b43db681e18cd6d54de4c3529f45bae5,1678508478,Lymo
f3e4e0288d809c5bffc8b49396b3d666,C.A.R. SMG,85,33,419,2023-03-11 04:21:46,b43db681e18cd6d54de4c3529f45bae5,1678508478,Lymo
0aa988e38c223fbeaefeafa4ad3d51a3,R-99 SMG,86,22,258,2023-03-11 04:21:31,b43db681e18cd6d54de4c3529f45bae5,1678508478,ADL You'reXP
0aa988e38c223fbeaefeafa4ad3d51a3,G7 Scout,5,1,32,2023-03-11 04:21:21,b43db681e18cd6d54de4c3529f45bae5,1678508478,ADL You'reXP
f3404396e183d27ce9f8c4518b676150,Wingman,18,3,135,2023-03-11 04:21:27,b43db681e18cd6d54de4c3529f45bae5,1678508478,Crxsadxr
f3404396e183d27ce9f8c4518b676150,R-99 SMG,57,16,184,2023-03-11 04:21:46,b43db681e18cd6d54de4c3529f45bae5,1678508478,Crxsadxr
748efa4b854d4b664979a1ca97322e21,R-99 SMG,73,4,39,2023-03-11 04:21:36,b43db681e18cd6d54de4c3529f45bae5,1678508478,awk
751aca65dfde54274ce4afe073e3b542,R-99 SMG,48,17,194,2023-03-11 04:21:56,b43db681e18cd6d54de4c3529f45bae5,1678508478,EMILIAZII
d3a6b74189692a50ba730e0d26c64065,Charge Rifle,4,4,12,2023-03-11 04:22:13,b43db681e18cd6d54de4c3529f45bae5,1678508478,shadi
62bd941aab3cb481010ed91474c34166,R-99 SMG,19,4,47,2023-03-11 04:21:30,b43db681e18cd6d54de4c3529f45bae5,1678508479,Lalab4ng
07fa073a99a2fe111a3c27d45d00f1e6,R-99 SMG,13,7,78,2023-03-11 04:21:27,b43db681e18cd6d54de4c3529f45bae5,1678508479,sway
131465f5567020adab1c3e64f931f303,R-99 SMG,20,7,82,2023-03-11 04:21:29,b43db681e18cd6d54de4c3529f45bae5,1678508479,GOPGAPz
ac12445a52993903d293950b4f5fa2e9,R-99 SMG,20,1,12,2023-03-11 04:21:34,b43db681e18cd6d54de4c3529f45bae5,1678508479,aflow
b9b707c2033de5e42c9769375c97e950,Nemesis Burst AR,16,4,63,2023-03-11 04:21:39,b43db681e18cd6d54de4c3529f45bae5,1678508479,Gs_MobiuS
855872ee387ba600d4ab01a217aae197,VK-47 Flatline,22,4,68,2023-03-11 04:21:45,b43db681e18cd6d54de4c3529f45bae5,1678508479,Gs_Phoenix
748efa4b854d4b664979a1ca97322e21,R-99 SMG,26,3,36,2023-03-11 04:21:36,b43db681e18cd6d54de4c3529f45bae5,1678508495,awk
ae04850f44f052a6c84b77b1c36d9ad1,C.A.R. SMG,20,6,78,2023-03-11 04:21:51,b43db681e18cd6d54de4c3529f45bae5,1678508507,yeah
